feature,factor_name,importance,feature_set,feature_set_name,model,model_name
A39,AlphaEarth embedding band A39,0.012572408148173876,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A54,AlphaEarth embedding band A54,0.012468615035945834,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
ndvi_median,NDVI median,0.01208698327052215,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A13,AlphaEarth embedding band A13,0.011956049766993512,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A07,AlphaEarth embedding band A07,0.0114640246524724,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A50,AlphaEarth embedding band A50,0.011394177769011788,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A51,AlphaEarth embedding band A51,0.010900750922028317,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A18,AlphaEarth embedding band A18,0.010265572536223386,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A05,AlphaEarth embedding band A05,0.009951468725852172,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A26,AlphaEarth embedding band A26,0.009870479798818338,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A12,AlphaEarth embedding band A12,0.009200878515637313,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A46,AlphaEarth embedding band A46,0.009085080196532258,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A22,AlphaEarth embedding band A22,0.009050703035450627,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A19,AlphaEarth embedding band A19,0.008550634371162668,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A35,AlphaEarth embedding band A35,0.008386900294131113,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A20,AlphaEarth embedding band A20,0.00838239841559837,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A00,AlphaEarth embedding band A00,0.008359829541362777,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
aspect_deg,Aspect (degrees),0.008300015568020467,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A61,AlphaEarth embedding band A61,0.008154723480696706,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A29,AlphaEarth embedding band A29,0.007625486604777227,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A56,AlphaEarth embedding band A56,0.007547266284148163,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A41,AlphaEarth embedding band A41,0.007528405093558767,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A53,AlphaEarth embedding band A53,0.007461499448567965,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A31,AlphaEarth embedding band A31,0.007393147940224589,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
rain_monsoon_total,Monsoon rainfall total,0.0073661553082804716,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
ndvi_amplitude,NDVI amplitude,0.0072595425946499585,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A37,AlphaEarth embedding band A37,0.00724006565149585,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A21,AlphaEarth embedding band A21,0.007152562498578979,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A38,AlphaEarth embedding band A38,0.007062464908480738,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A27,AlphaEarth embedding band A27,0.0068326684836247705,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A36,AlphaEarth embedding band A36,0.006719379839948893,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
rain_max_1day,Maximum 1-day rainfall,0.006580592085589956,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A59,AlphaEarth embedding band A59,0.006532708841757213,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A04,AlphaEarth embedding band A04,0.006247749997278681,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A06,AlphaEarth embedding band A06,0.006221136934784882,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A23,AlphaEarth embedding band A23,0.006181568762330815,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A52,AlphaEarth embedding band A52,0.006117602575094263,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A33,AlphaEarth embedding band A33,0.006041924719179734,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A40,AlphaEarth embedding band A40,0.00600932134652718,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A30,AlphaEarth embedding band A30,0.005875401334784548,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A11,AlphaEarth embedding band A11,0.0057902592950956075,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A32,AlphaEarth embedding band A32,0.005501969654475077,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A62,AlphaEarth embedding band A62,0.005481759393291322,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A10,AlphaEarth embedding band A10,0.005283105013235549,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A43,AlphaEarth embedding band A43,0.004470191421746213,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A28,AlphaEarth embedding band A28,0.0040851221284612165,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A63,AlphaEarth embedding band A63,0.004019388370568836,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
modis_lc_type1,MODIS land-cover class,0.001733331849228779,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
slope_deg,Slope (degrees),0.0013816044285561312,fused_reduced,Conventional + AlphaEarth Embeddings,random_forest,Random Forest
A16,AlphaEarth embedding band A16,0.07329720260079131,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A55,AlphaEarth embedding band A55,0.04168975658413479,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A15,AlphaEarth embedding band A15,0.03976486851511268,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A44,AlphaEarth embedding band A44,0.028027290389997305,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A60,AlphaEarth embedding band A60,0.026908049266154643,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A14,AlphaEarth embedding band A14,0.025781157060627443,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
elevation_m,Elevation (m),0.02362146056847059,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
lst_day_mean_c,Mean daytime LST (deg C),0.021422395745249553,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A48,AlphaEarth embedding band A48,0.020533094362262267,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A34,AlphaEarth embedding band A34,0.019539690283799333,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A42,AlphaEarth embedding band A42,0.018674136106038762,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A57,AlphaEarth embedding band A57,0.018351106147743525,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A08,AlphaEarth embedding band A08,0.01827594550239454,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A09,AlphaEarth embedding band A09,0.018206449723786957,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A24,AlphaEarth embedding band A24,0.016451310550016127,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A47,AlphaEarth embedding band A47,0.01614230542244943,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A39,AlphaEarth embedding band A39,0.01574458213302555,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A17,AlphaEarth embedding band A17,0.015472929115306538,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A25,AlphaEarth embedding band A25,0.01543579035494665,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A02,AlphaEarth embedding band A02,0.015211223777901173,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A49,AlphaEarth embedding band A49,0.01477341517921083,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
slope_deg,Slope (degrees),0.013887984758023523,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A22,AlphaEarth embedding band A22,0.013590575336631093,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A50,AlphaEarth embedding band A50,0.013316766598796725,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A07,AlphaEarth embedding band A07,0.01314557659045092,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A03,AlphaEarth embedding band A03,0.01312901630414322,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A54,AlphaEarth embedding band A54,0.012981886594484729,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A12,AlphaEarth embedding band A12,0.01269234250861689,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A35,AlphaEarth embedding band A35,0.012601328463927605,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A58,AlphaEarth embedding band A58,0.012546442649046434,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A13,AlphaEarth embedding band A13,0.011903545030820745,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A51,AlphaEarth embedding band A51,0.011737184336156357,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A46,AlphaEarth embedding band A46,0.011718347694453025,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
ndvi_median,NDVI median,0.011695692413894048,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A19,AlphaEarth embedding band A19,0.011403549836531988,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A18,AlphaEarth embedding band A18,0.011332791357693116,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A01,AlphaEarth embedding band A01,0.011268671481124929,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A61,AlphaEarth embedding band A61,0.011199992449515054,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
aspect_deg,Aspect (degrees),0.011051166747129052,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A45,AlphaEarth embedding band A45,0.010719213571800675,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A05,AlphaEarth embedding band A05,0.010582839249671377,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A56,AlphaEarth embedding band A56,0.010518031010565495,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A20,AlphaEarth embedding band A20,0.01045764341723768,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A27,AlphaEarth embedding band A27,0.010162539395975995,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A00,AlphaEarth embedding band A00,0.010086719091693125,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A26,AlphaEarth embedding band A26,0.009976624205234971,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A37,AlphaEarth embedding band A37,0.00953162367478836,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A33,AlphaEarth embedding band A33,0.009353829174843979,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A06,AlphaEarth embedding band A06,0.00907365001100324,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A31,AlphaEarth embedding band A31,0.008977364438673512,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A29,AlphaEarth embedding band A29,0.008499906746956564,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A53,AlphaEarth embedding band A53,0.008367622945516505,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
modis_lc_type1,MODIS land-cover class,0.00812236936744496,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A38,AlphaEarth embedding band A38,0.007985603998631425,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A52,AlphaEarth embedding band A52,0.007973056043845145,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A04,AlphaEarth embedding band A04,0.00795699416418557,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A59,AlphaEarth embedding band A59,0.007782444230759175,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A41,AlphaEarth embedding band A41,0.007644105353787977,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A30,AlphaEarth embedding band A30,0.007511604274516885,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A36,AlphaEarth embedding band A36,0.0073873661135150995,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A21,AlphaEarth embedding band A21,0.007162894199601768,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A23,AlphaEarth embedding band A23,0.007086130498190888,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
ndvi_amplitude,NDVI amplitude,0.007045589671862632,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A43,AlphaEarth embedding band A43,0.0069335135151340635,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
rain_monsoon_total,Monsoon rainfall total,0.006739606256933568,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A11,AlphaEarth embedding band A11,0.0067001564417309605,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A40,AlphaEarth embedding band A40,0.006698982399215568,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A63,AlphaEarth embedding band A63,0.006673679469329458,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A62,AlphaEarth embedding band A62,0.006667050048076705,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
rain_max_1day,Maximum 1-day rainfall,0.006650121662948206,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A10,AlphaEarth embedding band A10,0.006459175850491862,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A28,AlphaEarth embedding band A28,0.006019630871342573,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A32,AlphaEarth embedding band A32,0.005965298093634472,fused_reduced,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees
A16,AlphaEarth embedding band A16,0.09323365241289139,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A55,AlphaEarth embedding band A55,0.07555492967367172,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A24,AlphaEarth embedding band A24,0.04828177019953728,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A44,AlphaEarth embedding band A44,0.04395930469036102,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A02,AlphaEarth embedding band A02,0.03256411477923393,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A15,AlphaEarth embedding band A15,0.03143453970551491,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A60,AlphaEarth embedding band A60,0.02683008834719658,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A45,AlphaEarth embedding band A45,0.021379325538873672,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A29,AlphaEarth embedding band A29,0.019257931038737297,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A38,AlphaEarth embedding band A38,0.01833629421889782,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A46,AlphaEarth embedding band A46,0.0174600537866354,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A08,AlphaEarth embedding band A08,0.016910342499613762,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A58,AlphaEarth embedding band A58,0.016138553619384766,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
elevation_m,Elevation (m),0.015688443556427956,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A21,AlphaEarth embedding band A21,0.015099411830306053,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A34,AlphaEarth embedding band A34,0.014399932697415352,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A18,AlphaEarth embedding band A18,0.014355148188769817,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
lst_day_mean_c,Mean daytime LST (deg C),0.014138149097561836,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A17,AlphaEarth embedding band A17,0.013157138600945473,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A20,AlphaEarth embedding band A20,0.013056465424597263,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A03,AlphaEarth embedding band A03,0.012850879691541195,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A25,AlphaEarth embedding band A25,0.012526806443929672,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A47,AlphaEarth embedding band A47,0.012426347471773624,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
modis_lc_type1,MODIS land-cover class,0.012221237644553185,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A50,AlphaEarth embedding band A50,0.012060338631272316,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A05,AlphaEarth embedding band A05,0.01174161583185196,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
aspect_deg,Aspect (degrees),0.01164095290005207,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A51,AlphaEarth embedding band A51,0.011476077139377594,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A42,AlphaEarth embedding band A42,0.011207127943634987,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A09,AlphaEarth embedding band A09,0.011166077107191086,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A48,AlphaEarth embedding band A48,0.011085002683103085,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A11,AlphaEarth embedding band A11,0.010972138494253159,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A01,AlphaEarth embedding band A01,0.010908126831054688,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A14,AlphaEarth embedding band A14,0.01005951315164566,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A19,AlphaEarth embedding band A19,0.009871695190668106,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A26,AlphaEarth embedding band A26,0.009759480133652687,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
slope_deg,Slope (degrees),0.009634754620492458,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A27,AlphaEarth embedding band A27,0.009347344748675823,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A22,AlphaEarth embedding band A22,0.009264194406569004,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A00,AlphaEarth embedding band A00,0.00896304938942194,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A13,AlphaEarth embedding band A13,0.00892860908061266,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A36,AlphaEarth embedding band A36,0.008702865801751614,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A35,AlphaEarth embedding band A35,0.008548951707780361,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
rain_max_1day,Maximum 1-day rainfall,0.008522525429725647,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A07,AlphaEarth embedding band A07,0.008214857429265976,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A61,AlphaEarth embedding band A61,0.00816965289413929,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A41,AlphaEarth embedding band A41,0.008053413592278957,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
rain_monsoon_total,Monsoon rainfall total,0.00801985152065754,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A37,AlphaEarth embedding band A37,0.007991173304617405,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
ndvi_amplitude,NDVI amplitude,0.007518324069678783,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A30,AlphaEarth embedding band A30,0.007383428514003754,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A56,AlphaEarth embedding band A56,0.0073043652810156345,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A39,AlphaEarth embedding band A39,0.007257147692143917,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A54,AlphaEarth embedding band A54,0.0071892873384058475,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A23,AlphaEarth embedding band A23,0.0071829259395599365,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A53,AlphaEarth embedding band A53,0.00708039989694953,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
ndvi_median,NDVI median,0.006890511605888605,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A06,AlphaEarth embedding band A06,0.00685609458014369,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A32,AlphaEarth embedding band A32,0.006093528121709824,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A62,AlphaEarth embedding band A62,0.005940971430391073,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A49,AlphaEarth embedding band A49,0.0058952695690095425,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A57,AlphaEarth embedding band A57,0.005856818985193968,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A33,AlphaEarth embedding band A33,0.005763179622590542,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A10,AlphaEarth embedding band A10,0.0057572717778384686,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A52,AlphaEarth embedding band A52,0.005530998110771179,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A40,AlphaEarth embedding band A40,0.005484820809215307,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A59,AlphaEarth embedding band A59,0.005358685273677111,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A43,AlphaEarth embedding band A43,0.005315486341714859,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A12,AlphaEarth embedding band A12,0.005197631195187569,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A04,AlphaEarth embedding band A04,0.004929483402520418,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A31,AlphaEarth embedding band A31,0.0044113341718912125,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A63,AlphaEarth embedding band A63,0.004187875892966986,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A28,AlphaEarth embedding band A28,0.004043895751237869,fused_reduced,Conventional + AlphaEarth Embeddings,xgboost,XGBoost
A16,AlphaEarth embedding band A16,700.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
aspect_deg,Aspect (degrees),556.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
rain_max_1day,Maximum 1-day rainfall,512.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
rain_monsoon_total,Monsoon rainfall total,485.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
elevation_m,Elevation (m),450.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A17,AlphaEarth embedding band A17,412.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A25,AlphaEarth embedding band A25,382.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A44,AlphaEarth embedding band A44,382.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
ndvi_median,NDVI median,374.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A45,AlphaEarth embedding band A45,368.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A37,AlphaEarth embedding band A37,328.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A51,AlphaEarth embedding band A51,325.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A15,AlphaEarth embedding band A15,324.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A55,AlphaEarth embedding band A55,321.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A60,AlphaEarth embedding band A60,317.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A00,AlphaEarth embedding band A00,312.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A46,AlphaEarth embedding band A46,291.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A56,AlphaEarth embedding band A56,285.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A14,AlphaEarth embedding band A14,283.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A23,AlphaEarth embedding band A23,277.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A39,AlphaEarth embedding band A39,268.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A48,AlphaEarth embedding band A48,264.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A53,AlphaEarth embedding band A53,263.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A41,AlphaEarth embedding band A41,261.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A01,AlphaEarth embedding band A01,259.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A03,AlphaEarth embedding band A03,257.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A34,AlphaEarth embedding band A34,253.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A09,AlphaEarth embedding band A09,251.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
A36,AlphaEarth embedding band A36,246.0,fused_reduced,Conventional + AlphaEarth Embeddings,lightgbm,LightGBM
